Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Customer_Tenure,Total_Spend,Family_Size,Total_Campaigns_Accepted,Age
PhD,Partnered,77037.0,3,1,7,7,12,3,0,0,259,1123,2,0,54
Graduation,Partnered,35196.0,68,6,6,1,5,8,0,1,593,497,2,0,30
Graduation,Partnered,44529.0,98,6,6,2,11,5,0,0,359,691,2,1,48
2n Cycle,Partnered,70924.0,41,1,6,6,7,3,0,0,83,1363,1,1,49
PhD,Partnered,28764.0,16,1,1,0,2,8,0,0,24,12,3,1,48
PhD,Partnered,69098.0,82,1,7,8,9,5,0,0,498,2440,1,0,65
2n Cycle,Single,25959.0,1,2,1,2,2,6,0,1,500,56,3,0,44
Master,Partnered,27100.0,64,1,1,0,3,7,0,0,450,37,2,0,31
Graduation,Single,70596.0,68,1,3,5,12,2,0,0,632,968,1,0,29
Graduation,Partnered,42557.0,98,4,6,1,4,8,0,0,669,270,2,0,40
PhD,Partnered,53312.0,32,1,5,1,5,7,0,0,324,278,1,0,63
Graduation,Single,72228.0,87,1,6,7,8,3,0,0,579,1250,1,0,62
Graduation,Partnered,67605.0,84,1,2,8,6,1,0,0,455,938,1,0,27
Master,Partnered,62845.0,3,11,3,4,10,8,0,0,636,1178,3,1,65
Graduation,Partnered,65196.0,34,2,7,6,11,5,0,0,339,1155,3,1,56
PhD,Single,42000.0,23,2,5,2,11,5,0,1,535,653,1,0,27
PhD,Single,35860.0,37,2,1,1,2,5,0,0,41,49,3,1,41
PhD,Partnered,65526.0,22,1,4,4,8,2,0,0,79,506,2,0,50
Graduation,Partnered,16860.0,19,3,1,1,3,7,0,0,655,38,3,0,53
Graduation,Single,83528.0,7,1,4,10,8,1,0,1,59,1650,1,2,22
2n Cycle,Single,64176.0,52,8,8,9,8,6,0,0,695,1826,2,0,49
Graduation,Single,22304.0,91,1,1,0,2,8,0,0,694,18,1,0,58
Graduation,Partnered,67023.0,93,1,3,7,13,2,1,0,117,906,1,0,36
PhD,Partnered,32892.0,78,2,3,0,3,8,0,0,35,46,2,0,43
Graduation,Partnered,70713.0,23,6,5,6,8,3,0,0,573,1477,2,0,48
Graduation,Partnered,59925.0,83,3,9,2,9,6,0,0,576,766,2,0,59
Graduation,Partnered,39722.0,92,2,2,0,3,5,0,0,125,47,2,0,61
Graduation,Partnered,46610.0,4,1,6,1,6,6,0,0,346,467,1,0,56
Graduation,Partnered,88347.0,32,1,4,7,9,1,0,0,361,2116,1,1,53
PhD,Partnered,87171.0,27,1,6,7,11,2,0,0,424,1298,1,2,33
2n Cycle,Partnered,26907.0,10,2,1,0,3,7,0,0,313,22,3,0,38
Master,Single,50014.0,9,2,4,1,8,5,0,0,158,396,2,0,46
PhD,Partnered,41014.0,65,1,1,0,2,7,0,0,433,20,2,0,36
Graduation,Single,66294.0,68,1,4,3,5,2,0,0,104,967,1,0,49
Graduation,Partnered,36715.0,16,6,7,2,4,9,0,1,589,357,2,0,43
Graduation,Partnered,79456.0,12,1,5,6,4,3,0,1,676,1401,1,0,58
Graduation,Partnered,40479.0,95,1,0,0,3,4,0,0,316,15,2,0,32
Master,Single,75345.0,16,1,5,8,6,3,0,1,512,2087,1,1,44
Graduation,Partnered,54233.0,46,4,11,6,5,8,0,0,510,981,2,0,37
Graduation,Single,24163.0,3,2,1,0,3,4,0,0,260,17,3,0,44
PhD,Partnered,84460.0,80,0,9,9,4,5,0,1,541,523,1,4,56
Graduation,Partnered,43776.0,77,1,1,0,2,6,0,0,57,23,2,0,31
PhD,Single,71691.0,0,1,4,7,5,2,0,1,104,1192,1,0,56
PhD,Partnered,85844.0,62,1,6,6,7,2,0,0,31,1958,1,1,41
PhD,Single,39190.0,91,2,2,1,4,5,0,0,64,133,2,0,40
Graduation,Partnered,71367.0,24,1,4,5,7,2,0,0,310,777,1,0,55
PhD,Single,38578.0,2,3,3,0,3,8,0,0,372,73,3,0,42
PhD,Partnered,57236.0,22,3,2,1,4,3,0,0,109,121,3,0,49
Graduation,Single,61825.0,56,1,4,2,8,4,0,0,326,424,2,0,35
Graduation,Single,79803.0,54,1,4,3,5,1,0,0,27,868,2,0,56
2n Cycle,Single,80910.0,71,1,3,3,8,1,0,0,606,756,1,0,28
Master,Partnered,27590.0,38,1,1,0,2,7,0,0,432,12,2,0,32
Graduation,Partnered,56775.0,62,2,5,8,10,5,0,0,543,937,2,0,35
Graduation,Single,83829.0,78,0,4,7,6,1,0,1,264,1862,1,3,39
2n Cycle,Partnered,54210.0,18,2,4,1,7,5,0,0,405,367,2,0,35
Graduation,Partnered,38508.0,95,6,7,2,5,8,0,0,331,443,2,0,28
Graduation,Partnered,53187.0,66,2,4,1,6,5,0,0,246,267,2,0,44
Graduation,Partnered,30023.0,28,1,2,0,3,8,0,0,97,61,2,0,42
PhD,Single,76045.0,78,1,4,5,11,2,0,0,226,1323,1,1,54
PhD,Partnered,50870.0,13,1,2,0,3,5,0,0,10,63,2,0,62
2n Cycle,Partnered,15315.0,27,2,2,0,4,5,0,0,330,64,1,0,44
2n Cycle,Partnered,65463.0,17,2,6,2,9,5,0,0,150,562,2,1,40
Graduation,Partnered,66480.0,71,7,4,1,7,4,0,0,29,312,3,0,49
Graduation,Single,76773.0,79,1,2,2,11,1,0,0,489,1156,1,0,60
2n Cycle,Single,81698.0,1,1,8,2,5,5,0,1,485,1104,1,1,31
PhD,Single,54466.0,78,1,1,0,2,5,0,0,140,16,3,0,41
Master,Single,98777.0,23,0,4,6,9,1,0,0,132,2008,1,1,54
PhD,Single,16269.0,75,3,3,0,3,8,0,0,303,44,2,0,30
Graduation,Partnered,71819.0,70,3,3,3,5,6,0,0,305,1574,2,2,43
PhD,Partnered,33569.0,10,1,1,1,2,8,0,1,256,63,2,1,31
Master,Partnered,36262.0,24,1,3,5,3,6,0,1,282,426,1,1,31
Basic,Partnered,22634.0,47,1,2,1,2,8,0,0,529,96,1,0,48
2n Cycle,Partnered,47025.0,98,5,11,1,6,9,0,0,290,635,2,0,36
Graduation,Single,70566.0,4,2,6,5,9,3,0,0,266,757,2,0,46
PhD,Partnered,31605.0,15,2,2,1,4,7,0,0,584,125,2,0,35
Master,Single,52034.0,67,5,4,2,5,7,0,0,408,332,3,0,41
Graduation,Single,48526.0,32,1,2,1,4,3,0,0,187,135,2,0,35
Graduation,Partnered,46734.0,40,2,6,1,5,7,0,0,588,330,2,0,60
Graduation,Single,39552.0,54,7,6,2,5,8,0,1,558,384,3,0,52
Graduation,Single,86358.0,78,4,5,3,6,8,0,0,690,1722,3,0,48
Graduation,Partnered,46931.0,94,2,1,1,3,3,0,0,66,78,4,0,37
Basic,Single,16581.0,51,1,0,0,3,4,0,0,533,24,1,0,29
2n Cycle,Single,63998.0,42,1,7,6,11,4,0,1,191,1168,1,0,62
Master,Partnered,67381.0,67,4,2,2,9,7,0,0,530,957,2,1,63
Graduation,Single,25930.0,87,1,1,0,2,7,0,0,262,15,3,0,47
Graduation,Partnered,42693.0,29,1,1,0,3,5,0,0,22,57,2,0,36
Graduation,Partnered,85606.0,89,2,6,7,9,3,0,0,594,1956,2,1,38
Graduation,Single,72903.0,74,1,7,5,8,4,0,1,243,2013,1,3,29
2n Cycle,Partnered,49669.0,97,2,5,1,6,6,0,0,36,326,2,0,40
PhD,Partnered,36778.0,63,3,3,0,3,9,0,0,693,77,3,0,46
PhD,Single,85696.0,88,1,4,6,9,1,0,1,422,1313,1,0,52
Master,Single,10979.0,34,2,3,0,3,5,0,0,38,30,1,0,25
Graduation,Partnered,49678.0,81,2,6,2,4,7,0,0,512,315,2,0,53
Master,Partnered,56129.0,65,4,6,2,10,4,0,0,374,660,2,0,61
Graduation,Partnered,37155.0,51,1,2,0,4,5,0,0,514,74,2,0,25
2n Cycle,Single,21282.0,76,2,2,1,2,6,0,0,49,46,2,0,36
PhD,Single,33419.0,76,2,2,0,4,7,0,0,316,86,2,0,52
Graduation,Single,63285.0,84,1,6,5,13,3,0,0,236,1103,1,0,69
Master,Partnered,21255.0,56,4,2,1,4,4,0,0,159,61,2,0,40
Graduation,Partnered,42162.0,31,2,3,1,3,6,0,1,222,145,2,1,33
Graduation,Partnered,54450.0,0,12,9,2,8,8,0,0,653,684,3,0,58
PhD,Partnered,57744.0,91,2,9,1,4,8,0,0,229,411,2,0,60
Graduation,Single,26576.0,40,1,1,0,2,9,0,1,624,27,2,1,28
PhD,Single,57513.0,59,2,9,3,13,6,0,0,358,1060,1,0,71
Graduation,Partnered,68142.0,96,3,10,4,7,6,0,0,669,1459,2,0,50
Graduation,Partnered,7500.0,61,1,1,0,2,8,0,0,669,18,2,0,35
Graduation,Partnered,83145.0,14,1,5,9,11,2,0,1,645,1833,1,1,40
Master,Partnered,54197.0,16,2,1,3,6,1,0,0,87,237,2,0,54
PhD,Single,23091.0,98,4,2,1,3,7,0,0,32,48,3,0,51
Graduation,Partnered,46049.0,11,10,5,2,9,7,0,1,343,515,3,0,38
Graduation,Partnered,56715.0,52,1,7,3,4,4,0,0,571,1020,1,0,40
Graduation,Partnered,79410.0,19,1,3,2,5,1,0,0,31,1370,1,0,53
Graduation,Partnered,57304.0,61,2,7,6,10,5,0,0,475,1026,2,0,63
Graduation,Partnered,44375.0,73,1,4,1,6,5,0,0,98,301,2,0,49
Graduation,Partnered,54450.0,0,12,9,2,8,8,0,0,653,684,3,0,58
Graduation,Partnered,59594.0,74,1,8,1,7,7,0,0,617,499,2,1,49
Graduation,Partnered,80685.0,55,1,6,4,10,2,0,0,676,1004,1,0,20
PhD,Partnered,40344.0,48,2,4,1,5,7,0,0,259,218,2,0,40
Graduation,Partnered,62710.0,53,4,4,2,12,4,0,0,402,606,2,0,42
2n Cycle,Partnered,48985.0,13,1,1,1,3,3,0,0,359,75,2,0,46
Graduation,Partnered,35322.0,34,3,2,0,4,8,0,0,676,106,4,0,46
Graduation,Partnered,77142.0,54,1,4,4,8,2,0,0,396,990,1,0,66
Graduation,Single,81657.0,69,1,3,4,8,1,0,0,158,1097,1,0,45
Basic,Partnered,14421.0,81,1,1,0,2,5,0,0,132,16,1,1,18
2n Cycle,Partnered,20130.0,99,1,1,0,3,8,0,0,104,34,1,0,40
PhD,Partnered,74214.0,3,1,8,2,5,5,0,0,672,1711,1,0,24
Master,Partnered,66726.0,61,3,8,2,4,7,0,0,168,438,3,1,57
Basic,Partnered,23724.0,65,2,2,0,3,8,0,0,537,75,2,0,35
Master,Partnered,47353.0,93,3,2,2,6,5,0,0,228,225,2,0,54
Master,Partnered,33444.0,24,1,1,0,2,8,0,0,603,18,3,0,62
Graduation,Partnered,54386.0,8,2,3,2,10,3,0,0,408,470,2,0,33
Graduation,Single,28510.0,72,3,2,0,4,5,0,0,442,91,3,0,33
Master,Single,90638.0,29,1,3,4,10,1,0,0,136,2525,1,1,23
Graduation,Partnered,48070.0,33,3,8,2,6,7,1,0,532,504,2,0,64
Graduation,Partnered,43140.0,68,1,4,1,5,6,0,0,540,235,2,0,57
PhD,Single,54959.0,55,3,9,5,4,7,0,1,526,1232,2,1,53
Basic,Single,15056.0,76,5,2,2,3,5,0,0,422,88,3,0,56
Graduation,Single,26954.0,17,1,1,0,2,7,0,0,52,17,2,0,43
Graduation,Single,22327.0,94,1,1,0,3,5,0,0,331,24,2,0,29
Graduation,Partnered,44393.0,86,2,1,0,4,4,0,0,311,60,3,0,49
PhD,Single,62000.0,25,1,6,6,13,4,0,0,308,1020,2,1,62
PhD,Partnered,31497.0,22,2,3,1,4,8,0,0,570,155,2,0,52
2n Cycle,Partnered,45894.0,15,1,1,0,3,5,0,0,122,51,3,0,40
Master,Single,78579.0,35,1,5,6,4,3,0,1,554,1812,1,0,44
Master,Single,67369.0,81,4,7,4,10,4,0,1,589,1461,2,2,45
Graduation,Single,58401.0,55,1,1,2,2,4,0,0,70,96,2,0,54
Graduation,Single,62307.0,94,1,4,0,4,5,0,0,132,160,2,0,62
Master,Partnered,43641.0,50,3,2,1,4,6,0,0,433,139,3,0,45
Master,Single,63841.0,64,1,9,3,9,6,0,0,434,908,2,0,46
2n Cycle,Partnered,46891.0,91,1,2,1,4,4,0,0,301,183,2,0,49
Master,Partnered,70091.0,11,2,5,2,10,8,0,0,455,1161,2,1,45
PhD,Partnered,78075.0,72,1,3,5,5,1,0,0,85,988,1,0,42
2n Cycle,Single,59184.0,6,3,6,6,12,5,0,0,658,1072,2,0,53
Graduation,Partnered,54809.0,0,4,2,1,5,4,0,0,291,174,3,0,37
Graduation,Partnered,58113.0,66,3,9,2,8,7,1,0,520,758,2,0,55
Master,Partnered,51412.0,42,2,3,2,4,4,0,0,180,195,2,0,56
Graduation,Single,15287.0,60,2,1,1,2,7,0,1,627,31,2,1,35
Master,Partnered,66636.0,64,1,3,4,9,1,0,0,316,1084,1,0,57
Master,Partnered,50965.0,87,3,10,4,5,8,0,0,494,685,2,1,58
PhD,Partnered,84618.0,96,1,6,9,10,2,0,0,219,1672,1,1,49
Graduation,Partnered,18351.0,1,1,2,0,3,7,0,0,243,43,1,0,24
PhD,Partnered,40451.0,54,1,1,1,2,5,0,0,133,49,3,1,57
Graduation,Partnered,36317.0,53,2,3,0,4,7,0,0,403,133,2,0,49
Graduation,Partnered,42213.0,96,2,5,1,7,7,0,0,260,363,2,1,57
Graduation,Partnered,65748.0,58,2,2,4,10,1,1,0,440,545,2,0,59
Graduation,Partnered,77044.0,12,2,7,11,11,4,0,0,245,1065,2,1,42
Graduation,Partnered,74918.0,78,1,5,9,6,3,0,0,474,2047,1,1,45
Graduation,Partnered,56721.0,64,5,4,1,5,6,0,0,606,296,3,0,42
Graduation,Single,42160.0,26,4,2,1,4,6,0,1,366,140,3,0,39
Graduation,Single,61559.0,8,1,4,2,10,3,0,0,347,530,2,0,49
PhD,Partnered,33629.0,49,5,3,1,4,9,0,0,690,152,3,0,51
PhD,Partnered,68682.0,56,1,4,9,10,2,0,0,266,1598,1,0,23
Graduation,Single,34377.0,55,2,2,2,2,7,0,0,526,114,2,0,51
Basic,Single,8940.0,25,3,3,1,3,8,0,0,676,101,2,0,28
Graduation,Partnered,26228.0,50,1,1,0,2,8,0,0,280,25,2,0,41
2n Cycle,Single,77297.0,84,1,5,7,9,4,0,0,519,789,1,1,57
Graduation,Partnered,40211.0,30,2,2,1,2,8,0,0,334,87,3,1,33
PhD,Single,33438.0,81,4,2,1,4,5,0,0,280,90,3,0,56
PhD,Partnered,75032.0,74,2,5,4,9,3,0,0,427,1215,2,0,55
PhD,Single,61284.0,76,1,11,2,8,6,0,0,260,811,1,1,59
Graduation,Partnered,22518.0,36,2,2,1,2,5,0,1,615,61,2,1,28
Master,Partnered,54730.0,64,5,4,1,8,4,0,0,318,405,2,0,39
Master,Partnered,38452.0,62,3,3,0,3,7,0,0,91,72,3,0,59
Graduation,Single,44421.0,53,5,5,0,4,8,0,0,499,189,3,0,43
PhD,Partnered,38197.0,86,1,1,0,3,5,0,0,365,40,2,0,28
Graduation,Single,41986.0,15,3,3,0,4,4,0,0,140,63,2,0,36
Graduation,Partnered,28427.0,67,2,2,0,3,8,0,0,465,52,2,0,31
PhD,Partnered,37395.0,47,1,1,0,3,6,0,0,58,39,2,0,38
Graduation,Partnered,64722.0,47,4,8,2,11,6,0,0,34,805,2,0,43
Master,Partnered,55249.0,81,1,2,1,4,3,0,0,73,130,2,0,58
Graduation,Partnered,84906.0,98,1,5,6,12,2,0,0,268,1631,1,3,42
Graduation,Partnered,28691.0,56,1,1,0,3,8,0,0,360,34,2,0,25
Graduation,Single,44213.0,48,4,2,1,5,6,0,0,212,152,3,0,62
Basic,Single,25707.0,18,1,1,0,3,7,0,0,162,21,2,0,30
PhD,Partnered,59062.0,74,2,2,0,3,4,0,0,269,71,4,0,47
Graduation,Single,76624.0,68,1,5,10,7,1,0,0,36,899,2,1,52
Master,Partnered,66000.0,36,1,1,3,5,1,0,0,70,711,1,0,67
PhD,Partnered,27683.0,90,4,6,2,4,8,0,0,694,351,2,0,36
Graduation,Single,1730.0,65,15,0,0,0,20,0,0,42,8,1,0,43
Basic,Single,7500.0,63,4,3,2,2,9,0,0,573,119,2,0,22
Graduation,Partnered,40521.0,82,1,0,1,2,5,0,0,450,21,3,0,46
PhD,Partnered,20427.0,63,1,1,0,2,8,0,0,97,10,2,0,41
Graduation,Partnered,65106.0,55,3,8,3,13,6,0,0,36,973,2,1,39
PhD,Partnered,69969.0,64,1,4,2,6,3,0,1,306,1536,1,2,49
Graduation,Partnered,67433.0,51,4,6,5,13,4,0,0,348,992,3,1,62
PhD,Partnered,77766.0,97,2,11,10,11,6,0,1,492,1529,2,1,47
Graduation,Partnered,74716.0,92,2,7,3,5,4,0,0,290,860,2,0,42
Graduation,Single,68118.0,51,2,8,9,4,6,0,0,254,928,2,0,51
PhD,Partnered,55158.0,72,4,7,2,5,7,0,1,699,418,3,0,44
2n Cycle,Partnered,62972.0,39,2,7,4,3,6,0,1,695,587,2,0,59
Graduation,Partnered,74190.0,49,2,4,2,11,2,0,0,48,641,2,0,39
Graduation,Partnered,39356.0,21,1,1,0,2,6,0,0,102,23,3,1,38
Graduation,Partnered,76653.0,91,1,4,7,11,2,0,0,317,2279,1,2,45
PhD,Single,35860.0,37,2,1,1,2,5,0,0,41,49,3,1,41
PhD,Single,90687.0,98,1,6,2,8,2,0,1,403,1779,1,1,31
Master,Partnered,73450.0,85,1,7,8,11,3,0,0,206,1804,1,2,32
Graduation,Partnered,31454.0,40,3,2,0,3,8,0,0,358,48,3,0,54
Graduation,Single,47139.0,2,2,2,1,2,7,0,1,115,83,3,0,62
Graduation,Single,83829.0,78,0,4,7,6,1,0,1,264,1862,1,3,39
PhD,Partnered,53378.0,41,10,9,4,6,8,0,1,643,793,3,0,51
Graduation,Partnered,19656.0,94,3,2,1,3,7,0,0,506,84,2,0,44
PhD,Partnered,45579.0,10,1,4,1,4,6,0,0,313,183,2,0,66
2n Cycle,Single,85485.0,73,1,6,6,6,2,0,0,8,1383,1,0,56
Graduation,Partnered,55956.0,22,2,7,3,4,4,0,0,83,999,1,1,70
Master,Single,64191.0,30,3,5,3,13,3,0,0,523,825,2,0,51
Graduation,Single,38808.0,21,4,5,1,4,8,0,1,672,246,2,1,42
Master,Partnered,57183.0,51,8,9,1,7,8,0,0,467,610,3,0,48
Master,Single,23748.0,97,3,2,1,3,8,0,0,585,76,2,0,46
Graduation,Partnered,66303.0,56,4,3,4,11,8,0,0,488,1286,2,1,43
Master,Partnered,37368.0,4,1,1,0,2,6,0,0,195,30,2,1,39
Graduation,Partnered,40800.0,77,2,3,0,3,7,1,0,544,99,4,0,50
Graduation,Single,71847.0,95,0,6,7,9,3,0,0,646,1192,1,1,36
Graduation,Partnered,46149.0,36,5,5,1,7,5,0,0,212,362,2,0,39
Graduation,Partnered,78687.0,13,1,4,6,8,2,0,1,689,2130,1,1,31
2n Cycle,Single,49118.0,90,2,9,7,10,7,0,1,680,1229,1,2,43
PhD,Partnered,37633.0,49,2,1,0,3,9,0,0,647,38,3,0,57
Master,Partnered,39767.0,18,2,7,1,7,8,0,0,343,485,1,0,63
Basic,Partnered,26997.0,89,2,4,2,5,7,0,0,601,434,1,0,63
Graduation,Single,33986.0,43,1,1,0,3,7,0,0,472,44,2,0,44
PhD,Partnered,57091.0,82,2,9,2,5,7,0,1,583,496,2,1,42
2n Cycle,Partnered,46831.0,84,2,1,2,2,4,0,0,386,78,3,0,45
Master,Partnered,83151.0,80,1,5,7,10,2,0,1,504,2346,1,3,42
Graduation,Partnered,52531.0,68,2,7,2,10,6,0,0,546,794,1,0,43
Graduation,Partnered,15759.0,12,1,1,0,2,7,0,0,297,17,1,0,58
Graduation,Single,22804.0,75,1,2,0,2,9,0,0,333,26,2,0,43
2n Cycle,Partnered,43050.0,10,2,2,0,4,5,0,0,103,76,2,0,41
PhD,Single,42997.0,91,1,1,0,2,7,0,0,204,15,3,0,37
PhD,Single,48918.0,21,2,1,0,4,4,0,0,78,62,3,0,51
Master,Partnered,60033.0,28,2,2,1,5,2,0,0,92,198,2,0,60
PhD,Partnered,34043.0,97,1,2,0,2,9,0,0,247,49,2,0,36
Graduation,Partnered,57811.0,49,5,7,2,11,5,0,0,370,802,2,1,48
Graduation,Partnered,78569.0,14,1,4,6,4,1,0,1,130,1736,1,1,68
Graduation,Single,7500.0,5,4,2,1,3,6,0,0,549,57,3,0,36
Master,Partnered,157733.0,37,0,1,0,1,1,0,0,390,59,2,0,43
Graduation,Partnered,94384.0,62,0,5,8,5,2,0,1,482,2302,1,3,61
2n Cycle,Partnered,23148.0,83,1,2,0,3,7,0,0,131,37,1,0,29
Graduation,Single,44267.0,48,5,5,2,4,9,0,0,489,310,3,0,44
Graduation,Partnered,71626.0,94,1,5,5,8,3,0,0,605,1305,1,1,35
Graduation,Partnered,60894.0,61,5,10,3,8,7,0,0,366,832,2,0,48
Graduation,Partnered,50200.0,70,6,7,1,5,8,0,0,452,401,3,0,38
PhD,Partnered,81051.0,43,1,5,5,12,2,0,0,37,1501,1,2,49
Graduation,Partnered,65169.0,23,1,10,4,13,6,0,1,166,1189,1,4,32
Graduation,Partnered,59868.0,37,7,11,2,12,6,0,0,342,1194,2,0,42
PhD,Partnered,65695.0,50,2,5,4,10,4,0,0,149,656,2,0,54
Master,Single,64857.0,78,1,7,5,10,4,0,0,583,1540,1,0,58
Master,Partnered,45143.0,74,3,6,1,5,7,0,0,307,311,2,0,49
2n Cycle,Partnered,74805.0,14,5,4,7,10,2,0,0,235,820,2,0,59
2n Cycle,Partnered,59060.0,77,3,3,1,7,4,0,0,169,274,2,0,25
PhD,Single,27238.0,39,3,3,0,3,9,0,0,435,57,3,0,52
Graduation,Partnered,47009.0,89,4,3,2,8,4,0,0,271,448,2,0,49
2n Cycle,Partnered,46094.0,62,1,1,0,3,7,0,0,19,44,3,0,41
Graduation,Partnered,40321.0,59,2,3,0,3,7,0,0,335,102,3,0,42
Graduation,Partnered,37235.0,68,1,1,1,2,4,0,0,148,61,2,0,30
Master,Partnered,81843.0,13,1,5,9,12,3,0,0,433,1643,1,0,54
Master,Partnered,46692.0,37,3,6,1,5,6,0,0,388,397,2,0,56
Graduation,Partnered,77382.0,36,2,5,7,12,1,0,0,173,1121,2,1,46
Graduation,Single,37774.0,28,4,7,2,3,9,1,1,664,473,3,1,37
Basic,Partnered,18393.0,2,2,3,0,3,8,0,0,92,50,2,0,40
Master,Partnered,72828.0,17,6,6,3,13,7,0,0,500,1678,2,0,52
Graduation,Partnered,24711.0,86,1,3,0,3,7,0,0,72,58,1,0,32
PhD,Partnered,45503.0,54,1,3,1,4,5,0,0,277,170,2,0,39
Master,Single,6560.0,2,0,1,0,1,17,0,0,199,373,1,0,32
PhD,Partnered,71604.0,3,1,8,3,5,4,0,1,224,1196,1,1,69
Graduation,Partnered,27244.0,84,2,2,2,2,7,0,0,114,101,2,0,35
Graduation,Partnered,48752.0,8,5,6,1,5,9,0,1,564,316,3,0,45
Graduation,Partnered,71434.0,4,3,7,4,7,4,0,0,284,1400,2,2,52
Graduation,Single,90842.0,57,1,4,9,13,1,0,0,335,1424,1,0,66
Master,Partnered,88097.0,24,1,6,5,8,9,0,1,680,844,2,3,36
Graduation,Partnered,51948.0,51,2,5,2,4,5,0,0,285,311,2,0,39
Graduation,Partnered,71853.0,29,1,2,8,6,1,0,0,417,1149,1,0,32
Master,Partnered,35876.0,13,1,3,1,3,6,0,0,70,129,1,0,31
Graduation,Single,40049.0,23,1,1,0,3,6,0,0,256,32,2,0,62
Graduation,Single,39660.0,36,3,7,1,3,9,0,1,690,299,2,0,32
Graduation,Partnered,50127.0,88,1,5,1,6,6,0,0,31,320,2,1,52
Master,Partnered,43263.0,2,3,5,2,6,5,0,0,585,441,2,0,37
Master,Partnered,62845.0,3,11,3,4,10,8,0,1,636,1178,3,1,65
Graduation,Partnered,18929.0,15,1,1,0,4,6,0,0,498,85,1,0,24
Basic,Single,24367.0,58,1,1,0,2,9,0,0,466,24,2,0,32
Graduation,Single,33249.0,11,2,2,1,3,6,0,0,494,112,2,0,39
2n Cycle,Partnered,26887.0,27,1,1,0,3,6,0,0,504,30,2,0,55
PhD,Partnered,50150.0,32,2,5,2,7,5,0,0,374,410,1,0,31
Graduation,Partnered,62061.0,12,3,10,4,7,6,0,0,302,800,2,1,38
PhD,Single,85696.0,88,1,4,6,9,1,0,1,422,1313,1,0,52
PhD,Partnered,76542.0,91,1,4,8,10,2,0,0,456,1483,1,0,58
Graduation,Single,70515.0,12,1,6,6,4,2,0,1,251,1258,1,0,21
Graduation,Partnered,18227.0,21,1,0,1,2,8,0,0,598,28,2,0,27
Graduation,Partnered,69139.0,23,1,4,1,5,4,0,0,153,227,2,0,49
Graduation,Partnered,69109.0,10,1,6,6,7,4,0,1,597,1555,1,1,32
Graduation,Single,69627.0,35,2,8,2,11,5,0,0,469,861,2,0,52
Graduation,Partnered,38136.0,69,2,3,1,2,8,0,0,433,103,2,1,36
PhD,Single,62159.0,68,1,6,2,10,4,0,0,62,634,1,0,68
Graduation,Single,80695.0,85,1,5,8,5,2,0,0,182,1918,1,0,51
Master,Single,33316.0,34,3,2,1,4,6,0,0,268,131,3,0,43
Graduation,Partnered,58554.0,55,6,8,2,6,7,0,0,641,586,3,0,46
Basic,Partnered,17256.0,10,2,2,1,2,8,0,0,218,62,2,1,22
Graduation,Single,53034.0,30,8,6,1,7,8,0,0,395,447,3,0,40
2n Cycle,Partnered,52203.0,36,1,8,7,11,6,0,0,698,939,1,0,64
2n Cycle,Single,59601.0,14,4,2,2,7,8,0,0,339,797,2,1,37
Master,Single,75154.0,79,1,6,3,6,3,0,1,663,1143,2,0,56
Graduation,Single,47025.0,52,3,6,3,5,6,0,0,234,415,2,0,38
Graduation,Partnered,37971.0,97,1,1,0,3,8,0,0,216,30,2,0,41
Master,Single,41335.0,24,3,4,1,4,7,0,0,185,187,2,0,46
Graduation,Partnered,67267.0,0,1,3,2,5,2,0,0,47,251,2,0,56
Graduation,Single,57338.0,96,2,4,1,5,5,0,0,61,237,2,0,39
2n Cycle,Partnered,50523.0,89,2,2,0,4,6,0,0,186,91,3,0,54
Master,Single,35791.0,94,2,1,0,3,8,0,0,419,35,4,0,49
PhD,Single,50611.0,98,6,4,5,7,6,0,0,633,493,2,1,54
PhD,Partnered,56242.0,72,5,8,4,11,6,0,0,483,971,2,0,45
Graduation,Single,48904.0,1,4,7,2,4,8,0,0,574,371,2,0,54
Graduation,Single,56243.0,26,6,4,2,8,5,0,0,181,396,4,0,39
Graduation,Partnered,21355.0,5,2,2,1,2,6,0,1,313,68,2,1,29
Master,Partnered,57420.0,22,3,5,1,6,7,0,0,369,322,2,1,43
Master,Single,46390.0,56,1,4,2,3,7,0,0,55,222,2,0,59
2n Cycle,Partnered,54342.0,74,4,3,1,4,6,0,0,361,177,3,0,58
Graduation,Partnered,20895.0,24,1,2,0,3,9,0,0,631,45,2,0,41
Graduation,Partnered,92344.0,9,0,5,10,5,1,0,0,165,1899,1,2,66
2n Cycle,Partnered,26907.0,10,2,1,0,3,7,0,0,313,22,3,0,38
Graduation,Partnered,44964.0,35,1,1,0,3,8,0,0,560,41,3,0,34
Graduation,Partnered,75507.0,56,1,8,6,6,3,0,0,58,1440,1,0,35
Master,Partnered,53761.0,7,6,4,4,3,5,0,0,261,325,3,0,42
Graduation,Partnered,22682.0,51,3,2,1,4,4,0,0,269,95,2,0,41
PhD,Partnered,38887.0,17,1,1,0,3,7,0,0,119,42,2,0,42
2n Cycle,Single,41658.0,30,2,1,1,2,4,0,0,597,72,3,0,39
PhD,Partnered,29791.0,21,2,2,0,3,5,0,0,45,20,2,0,42
Master,Partnered,63915.0,2,2,6,3,12,5,0,0,334,789,3,0,58
